id,value
id_0,26.80031394958496
id_1,64.35568237304688
id_2,19.163509368896484
id_3,28.777851104736328
id_4,9.529265403747559
id_5,31.529014587402344
id_6,42.01637649536133
id_7,17.641132354736328
id_8,49.21878433227539
id_9,33.35025405883789
id_10,40.032020568847656
id_11,61.70198440551758
id_12,36.14277267456055
id_13,39.32010269165039
id_14,28.49273109436035
id_15,14.94462776184082
id_16,51.22297668457031
id_17,24.859577178955078
id_18,16.29083251953125
id_19,18.15381622314453
id_20,15.34058952331543
id_21,30.553730010986328
id_22,40.418949127197266
id_23,11.424155235290527
id_24,63.66451644897461
id_25,48.81711959838867
id_26,28.444011688232422
id_27,8.645403861999512
id_28,29.449840545654297
id_29,38.04529571533203
id_30,17.50779151916504
id_31,12.760151863098145
id_32,19.39089012145996
id_33,9.639256477355957
id_34,16.87202262878418
id_35,40.245731353759766
id_36,23.4969482421875
id_37,28.545801162719727
id_38,3.9543628692626953
id_39,59.62961959838867
id_40,47.02317428588867
id_41,24.00054168701172
id_42,54.82658767700195
id_43,20.486215591430664
id_44,45.23935317993164
id_45,48.443485260009766
id_46,59.1631965637207
id_47,41.163726806640625
id_48,58.22481155395508
id_49,39.928951263427734
id_50,31.311723709106445
id_51,23.13922119140625
id_52,43.5461540222168
id_53,25.070398330688477
id_54,37.779964447021484
id_55,39.4056510925293
id_56,25.592166900634766
id_57,21.876468658447266
id_58,36.262203216552734
id_59,31.791297912597656
id_60,10.132467269897461
id_61,21.81112289428711
id_62,31.01026153564453
id_63,52.884788513183594
id_64,51.786251068115234
id_65,27.552738189697266
id_66,38.32633590698242
id_67,53.0922737121582
id_68,30.52463150024414
id_69,39.39518737792969
id_70,65.95713806152344
id_71,52.68740463256836
id_72,41.67555618286133
id_73,15.345298767089844
id_74,13.94840145111084
id_75,34.74660873413086
id_76,63.54741287231445
id_77,3.4741592407226562
id_78,40.222225189208984
id_79,41.235469818115234
id_80,10.412980079650879
id_81,21.215591430664062
id_82,5.0013813972473145
id_83,32.58668899536133
id_84,10.39344310760498
id_85,6.621645927429199
id_86,17.389659881591797
id_87,10.930013656616211
id_88,18.66628646850586
id_89,23.005155563354492
id_90,35.225162506103516
id_91,13.089219093322754
id_92,12.665399551391602
id_93,12.63997745513916
id_94,38.182865142822266
id_95,16.559959411621094
id_96,16.80966567993164
id_97,9.442214012145996
id_98,10.716893196105957
id_99,6.256436347961426
id_100,10.28513240814209
id_101,17.87451171875
id_102,11.7150239944458
id_103,9.929604530334473
id_104,13.814958572387695
id_105,36.75249099731445
id_106,24.244735717773438
id_107,9.594857215881348
id_108,17.942733764648438
id_109,17.006938934326172
id_110,13.002625465393066
id_111,14.529958724975586
id_112,16.881717681884766
id_113,24.684024810791016
id_114,19.213638305664062
id_115,16.6595516204834
id_116,8.247336387634277
id_117,43.362064361572266
id_118,25.396486282348633
id_119,3.113591194152832
id_120,2.4565937519073486
id_121,12.887923240661621
id_122,13.00346851348877
id_123,11.70260238647461
id_124,7.707466125488281
id_125,26.04064178466797
id_126,23.663719177246094
id_127,8.934120178222656
id_128,17.92649269104004
id_129,12.707192420959473
id_130,-0.3361569941043854
id_131,34.24129867553711
id_132,15.355682373046875
id_133,18.120431900024414
id_134,26.570453643798828
id_135,24.145633697509766
id_136,10.791847229003906
id_137,24.60370635986328
id_138,84.53164672851562
id_139,62.54094314575195
id_140,29.180797576904297
id_141,17.541881561279297
id_142,24.87584686279297
id_143,7.581295490264893
id_144,14.717653274536133
id_145,11.325718879699707
id_146,19.67906379699707
id_147,7.716886520385742
id_148,12.405970573425293
id_149,15.115147590637207
id_150,46.408729553222656
id_151,18.19571876525879
id_152,22.303733825683594
id_153,14.13286304473877
id_154,15.40062141418457
id_155,23.97118377685547
id_156,21.82858657836914
id_157,37.89662170410156
id_158,6.456482887268066
id_159,20.848331451416016
id_160,40.493282318115234
id_161,19.65658950805664
id_162,63.447288513183594
id_163,16.62305450439453
id_164,34.919132232666016
id_165,24.64598274230957
id_166,24.175065994262695
id_167,1.3715689182281494
id_168,69.85298156738281
id_169,15.5320405960083
id_170,16.30621337890625
id_171,75.42414855957031
id_172,18.566375732421875
id_173,3.9756109714508057
id_174,24.11597442626953
id_175,0.8565086126327515
